method,method_label,region,eps,seed,lr_power,utility_jaccard,distortion_mae
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,21,0.0526315789473684,0.1354838709677419,0.1607224027731419
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,22,0.1052631578947368,0.1273885350318471,0.1576907402922044
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,23,0.0701754385964912,0.1032258064516129,0.1586041135859653
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,24,0.0526315789473684,0.1448275862068965,0.1587136075343746
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,25,0.1228070175438596,0.1125,0.1565840809660767
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,26,0.0701754385964912,0.1161290322580645,0.1560977609140739
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,27,0.0350877192982456,0.1139240506329113,0.1597393697257628
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,28,0.0350877192982456,0.1103448275862069,0.1561801392001873
method2,Method 2 (Haploblock DP),chr2_5Mb,10.0,29,0.0526315789473684,0.1265822784810126,0.1603699388438565
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,0,0.0916666666666666,0.1420765027322404,0.1954659911665022
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,1,0.125,0.1329639889196676,0.1953207514297038
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,2,0.0666666666666666,0.1306666666666666,0.1984275098730437
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,3,0.0916666666666666,0.1504178272980501,0.1841844859805906
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,4,0.0333333333333333,0.1396648044692737,0.2049631615926684
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,5,0.025,0.134453781512605,0.1926253767182612
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,6,0.1,0.1634349030470914,0.1941645392576891
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,7,0.05,0.1277777777777777,0.1951967085216669
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,8,0.0083333333333333,0.1518624641833811,0.1893246725207846
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,9,0.075,0.125,0.2017354777735291
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,10,0.1333333333333333,0.136986301369863,0.191395868215119
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,11,0.0333333333333333,0.1260744985673352,0.1837087598563716
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,12,0.0666666666666666,0.1766381766381766,0.1886642001466987
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,13,0.05,0.1030640668523676,0.2000356275513964
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,14,0.05,0.1501340482573726,0.1942180484061935
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,15,0.0666666666666666,0.1392757660167131,0.2053679475092043
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,16,0.0666666666666666,0.1416666666666666,0.1968848299739098
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,17,0.0583333333333333,0.1392045454545454,0.1930439048559605
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,18,0.0,0.1719197707736389,0.1889908653831842
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,19,0.05,0.1256983240223463,0.189404697668335
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,20,0.025,0.1583333333333333,0.1975050923000665
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,21,0.025,0.1294765840220385,0.2044638031363942
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,22,0.0416666666666666,0.1412742382271468,0.1973430427241914
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,23,0.0583333333333333,0.1336898395721925,0.2064391496342041
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,24,0.1083333333333333,0.127027027027027,0.1909346850836456
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,25,0.1166666666666666,0.1432584269662921,0.1956802883370103
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,26,0.0916666666666666,0.1398416886543535,0.2008648054280026
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,27,0.0333333333333333,0.1589595375722543,0.1933732462030313
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,28,0.1083333333333333,0.1335078534031413,0.1994344211417647
method3,Method 3 (GRR LDP),chr10_1Mb,0.03,29,0.0583333333333333,0.1413043478260869,0.1981364455213618
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,0,0.0416666666666666,0.1413043478260869,0.1960231835203592
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,1,0.2,0.1301939058171745,0.1954560328149852
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,2,0.075,0.1293800539083558,0.1931391159859064
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,3,0.1166666666666666,0.15,0.1848633016118796
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,4,0.0833333333333333,0.128133704735376,0.2002256036241023
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,5,0.1,0.125,0.1925032668832391
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,6,0.0083333333333333,0.1574585635359116,0.1979639507201585
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,7,0.0833333333333333,0.1357340720221606,0.2009932269011142
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,8,0.0083333333333333,0.1514285714285714,0.186259604335217
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,9,0.0416666666666666,0.1315068493150684,0.2010888844127507
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,10,0.1416666666666666,0.1301939058171745,0.1863072185235791
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,11,0.025,0.1289398280802292,0.1853475972094946
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,12,0.0833333333333333,0.1737891737891738,0.1858842206846548
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,13,0.05,0.1030640668523676,0.2000356275513964
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,14,0.05,0.1501340482573726,0.1887025686598281
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,15,0.1,0.1595441595441595,0.1974650250733951
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,16,0.0666666666666666,0.1305555555555555,0.1927763450174068
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,17,0.0833333333333333,0.1256983240223463,0.2033275599639367
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,18,0.0,0.1704545454545454,0.1910596546432566
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,19,0.0416666666666666,0.1320224719101123,0.18936368902541
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,20,0.025,0.1583333333333333,0.1975050923000665
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,21,0.025,0.1157024793388429,0.2009884000443919
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,22,0.0416666666666666,0.1412742382271468,0.1973430427241914
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,23,0.0583333333333333,0.1340482573726541,0.1951277051210838
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,24,0.1083333333333333,0.127027027027027,0.1909346850836456
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,25,0.025,0.1381215469613259,0.1988611694219312
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,26,0.0333333333333333,0.1451187335092348,0.205062455644247
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,27,0.0166666666666666,0.1518624641833811,0.1915944279760992
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,28,0.0833333333333333,0.1194805194805194,0.1981652499344598
method3,Method 3 (GRR LDP),chr10_1Mb,0.1,29,0.0333333333333333,0.1436314363143631,0.1998243456461148
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,0,0.0666666666666666,0.1629834254143646,0.1938392019478275
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,1,0.0583333333333333,0.146067415730337,0.1893847020479424
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,2,0.0333333333333333,0.1310160427807486,0.1920896685518587
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,3,0.0916666666666666,0.1267217630853994,0.1955986510052373
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,4,0.0916666666666666,0.1256983240223463,0.2006475581302202
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,5,0.15,0.1225626740947075,0.1909783103696878
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,6,0.0583333333333333,0.1601123595505618,0.1929169649759795
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,7,0.0416666666666666,0.1416666666666666,0.1947164412273915
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,8,0.1166666666666666,0.1436781609195402,0.1820262707599264
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,9,0.0416666666666666,0.1416893732970027,0.1975956715967708
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,10,0.1583333333333333,0.1484593837535014,0.1865837146676132
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,11,0.0083333333333333,0.1253561253561253,0.1851242911884524
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,12,0.1583333333333333,0.1862464183381088,0.184543898231606
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,13,0.0333333333333333,0.1104815864022662,0.2005437168000845
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,14,0.0333333333333333,0.1554959785522788,0.1824942951360176
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,15,0.0166666666666666,0.1366120218579235,0.1982893306489701
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,16,0.05,0.1301939058171745,0.1924200213220947
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,17,0.0583333333333333,0.1514285714285714,0.2002003204608687
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,18,0.0583333333333333,0.1751412429378531,0.1994299187250088
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,19,0.05,0.1163434903047091,0.1890440618144551
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,20,0.0833333333333333,0.1551246537396121,0.1917815291622178
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,21,0.0833333333333333,0.1412742382271468,0.2026282168980869
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,22,0.0,0.1298342541436464,0.1884846120995142
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,23,0.1,0.1276595744680851,0.198135636478554
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,24,0.075,0.147945205479452,0.197474087553806
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,25,0.0666666666666666,0.1551246537396121,0.2035301501263181
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,26,0.0833333333333333,0.1391076115485564,0.2015166755295934
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,27,0.0666666666666666,0.1440677966101695,0.195226274163563
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,28,0.0833333333333333,0.1391076115485564,0.1954581788350733
method3,Method 3 (GRR LDP),chr10_1Mb,0.3,29,0.0333333333333333,0.1494565217391304,0.1938152502426769
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,0,0.05,0.1577464788732394,0.1807305323720977
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,1,0.0833333333333333,0.1191135734072022,0.1831672603808868
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,2,0.0416666666666666,0.1424731182795699,0.1824883169777135
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,3,0.0333333333333333,0.1685393258426966,0.178041329288399
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,4,0.0583333333333333,0.1212121212121212,0.1936712448861869
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,5,0.0083333333333333,0.1256983240223463,0.1835497397104572
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,6,0.0416666666666666,0.1616438356164383,0.1875236700986841
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,7,0.0916666666666666,0.1337047353760445,0.1847571003824384
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,8,0.0416666666666666,0.1305555555555555,0.1796880478457497
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,9,0.0416666666666666,0.1253405994550408,0.1914657636237536
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,10,0.0333333333333333,0.1380281690140845,0.1801437231699861
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,11,0.1083333333333333,0.1271676300578034,0.1779558459656916
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,12,0.0416666666666666,0.1348314606741573,0.1812100596692726
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,13,0.0916666666666666,0.1207865168539325,0.1787462059712009
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,14,0.0833333333333333,0.1907356948228883,0.1762996846435242
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,15,0.0166666666666666,0.1372549019607843,0.1864279793946498
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,16,0.1083333333333333,0.1260504201680672,0.1775144820708621
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,17,0.0833333333333333,0.1412103746397694,0.1785373236329469
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,18,0.0583333333333333,0.1432584269662921,0.1915596269063744
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,19,0.0583333333333333,0.1138888888888888,0.1781713699441853
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,20,0.0416666666666666,0.1471389645776566,0.1830218390526925
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,21,0.0583333333333333,0.1555555555555555,0.198214048405438
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,22,0.0583333333333333,0.1456582633053221,0.1766686929958172
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,23,0.0583333333333333,0.1149732620320855,0.1804608540322471
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,24,0.0916666666666666,0.1448087431693989,0.1857120944703154
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,25,0.0916666666666666,0.1154929577464788,0.1777222103658108
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,26,0.0666666666666666,0.1266490765171504,0.1923215952721665
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,27,0.075,0.1739130434782608,0.1807431250663416
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,28,0.0833333333333333,0.1317204301075268,0.1798510112621875
method3,Method 3 (GRR LDP),chr10_1Mb,1.0,29,0.0333333333333333,0.165266106442577,0.1773760886875397
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,0,0.0416666666666666,0.1126005361930295,0.1690830315265421
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,1,0.0666666666666666,0.1428571428571428,0.1679134298937963
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,2,0.0166666666666666,0.1203208556149732,0.171298157184849
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,3,0.0666666666666666,0.1501416430594901,0.1642157114444147
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,4,0.0833333333333333,0.1358381502890173,0.1644274222030882
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,5,0.1416666666666666,0.1477272727272727,0.1687645987292418
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,6,0.0,0.1270718232044199,0.1713646055512535
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,7,0.0416666666666666,0.1274238227146814,0.1650199792618035
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,8,0.0833333333333333,0.1531791907514451,0.1591785496052252
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,9,0.05,0.1456582633053221,0.1602062169842727
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,10,0.0166666666666666,0.1049723756906077,0.1585627819728699
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,11,0.0416666666666666,0.1268011527377521,0.1631608004027353
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,12,0.175,0.1333333333333333,0.1593787338037406
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,13,0.0166666666666666,0.1246458923512747,0.165543352024199
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,14,0.075,0.1375661375661375,0.1611625093063664
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,15,0.075,0.1501416430594901,0.1565947730011904
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,16,0.0833333333333333,0.1581920903954802,0.1621214484853232
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,17,0.05,0.1494252873563218,0.1616208639319771
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,18,0.1083333333333333,0.1412429378531073,0.1671884697803601
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,19,0.025,0.1186440677966101,0.1676384776265068
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,20,0.0416666666666666,0.1420765027322404,0.1678909906756498
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,21,0.0583333333333333,0.1505681818181818,0.162554248941368
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,22,0.0666666666666666,0.1138888888888888,0.1624566031093693
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,23,0.0416666666666666,0.1236559139784946,0.1679318213972329
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,24,0.0416666666666666,0.1568627450980392,0.1617274547117537
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,25,0.0916666666666666,0.1452991452991453,0.1615765813672617
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,26,0.05,0.1447721179624665,0.1720416195801011
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,27,0.125,0.1407624633431085,0.1643189277253469
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,28,0.0416666666666666,0.1344086021505376,0.1663731053240164
method3,Method 3 (GRR LDP),chr10_1Mb,3.0,29,0.0416666666666666,0.1385869565217391,0.1632952458921705
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,0,0.0583333333333333,0.1198910081743869,0.164897040217431
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,1,0.2,0.1295774647887324,0.1592215768494165
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,2,0.0416666666666666,0.1078167115902965,0.1610356689189236
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,3,0.0583333333333333,0.1274238227146814,0.1594100213852574
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,4,0.0333333333333333,0.1098265895953757,0.1542562263853836
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,5,0.1166666666666666,0.1176470588235294,0.1629152126826757
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,6,0.1833333333333333,0.162534435261708,0.1639153061342233
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,7,0.0833333333333333,0.141643059490085,0.1575175369909827
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,8,0.0583333333333333,0.1371428571428571,0.163298424171979
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,9,0.0916666666666666,0.1120448179271708,0.1532794218462917
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,10,0.1083333333333333,0.1263736263736263,0.1589701231416094
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,11,0.0666666666666666,0.1271676300578034,0.1588351602731848
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,12,0.1083333333333333,0.134453781512605,0.1636935837224786
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,13,0.1,0.1159420289855072,0.1548133896183753
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,14,0.0583333333333333,0.1466666666666666,0.1598661980742665
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,15,0.1,0.1271186440677966,0.1603655318170291
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,16,0.05,0.1201117318435754,0.1587470616208018
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,17,0.025,0.1104815864022662,0.1651756047830383
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,18,0.05,0.1643059490084986,0.161218517225367
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,19,0.05,0.106145251396648,0.1587442461317877
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,20,0.075,0.1232876712328767,0.1627165553061666
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,21,0.0583333333333333,0.1010928961748633,0.1597434275223452
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,22,0.0833333333333333,0.133879781420765,0.1682649669825254
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,23,0.1083333333333333,0.1092896174863388,0.1572422899735182
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,24,0.1,0.1468926553672316,0.1584821185427486
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,25,0.0916666666666666,0.1586402266288951,0.1607320310777967
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,26,0.0833333333333333,0.1326259946949602,0.1659406720065757
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,27,0.1166666666666666,0.1671554252199413,0.1568297503480413
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,28,0.0333333333333333,0.1331521739130435,0.1572730445049954
method3,Method 3 (GRR LDP),chr10_1Mb,10.0,29,0.0166666666666666,0.1277777777777777,0.1580195509822954
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,0,0.0333333333333333,0.2422907488986784,0.250116165036912
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,1,0.1,0.2297297297297297,0.2291690228148815
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,2,0.1,0.2590909090909091,0.2443103192887113
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,3,0.0333333333333333,0.228310502283105,0.2160324614222084
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,4,0.075,0.2232142857142857,0.2449833874833548
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,5,0.0,0.2546296296296296,0.2207011555918339
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,6,0.0416666666666666,0.2383177570093458,0.2252751921854038
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,7,0.075,0.2466367713004484,0.2350049840476089
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,8,0.0666666666666666,0.2442396313364055,0.2339445169890089
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,9,0.025,0.2034632034632034,0.2428768247743038
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,10,0.0833333333333333,0.2534562211981567,0.2190569307579704
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,11,0.0416666666666666,0.2311320754716981,0.2188243555312881
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,12,0.0416666666666666,0.2300469483568075,0.2332882625665039
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,13,0.0666666666666666,0.2557077625570776,0.2355982239566941
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,14,0.0416666666666666,0.2629107981220657,0.214204422960805
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,15,0.075,0.2367149758454106,0.2416942502522118
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,16,0.0416666666666666,0.24,0.2366324220043767
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,17,0.1,0.2297297297297297,0.2375010129432747
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,18,0.075,0.2327586206896551,0.2513842482070672
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,19,0.025,0.2207207207207207,0.2382834601183339
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,20,0.05,0.2544642857142857,0.2457108959690127
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,21,0.0916666666666666,0.24,0.2393212069213465
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,22,0.075,0.2592592592592592,0.2370991547797271
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,23,0.0333333333333333,0.2476635514018691,0.2327717944977108
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,24,0.05,0.2409090909090909,0.2324788703000647
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,25,0.0166666666666666,0.2105263157894736,0.2316109555488927
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,26,0.025,0.2534562211981567,0.229093349350875
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,27,0.025,0.3142857142857143,0.2365794267638055
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,28,0.125,0.2690582959641255,0.2525936071369138
method3,Method 3 (GRR LDP),chr2_5Mb,0.03,29,0.0,0.2811059907834101,0.2309154237696067
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,0,0.05,0.2280701754385964,0.24748893991343
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,1,0.0916666666666666,0.2297297297297297,0.2281210651000644
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,2,0.1,0.2443438914027149,0.2416513334634783
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,3,0.0166666666666666,0.2262443438914027,0.2179048896769989
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,4,0.0833333333333333,0.2455357142857142,0.239884714557844
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,5,0.0,0.2769953051643192,0.2168105234433047
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,6,0.0083333333333333,0.2350230414746544,0.2238143212060692
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,7,0.075,0.2410714285714285,0.2258744451676212
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,8,0.075,0.2420091324200913,0.2333512262331789
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,9,0.0083333333333333,0.2043478260869565,0.2406947316858171
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,10,0.075,0.2714285714285714,0.2186760964191981
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,11,0.0333333333333333,0.2289719626168224,0.2215920322989649
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,12,0.0083333333333333,0.2583732057416268,0.2235862702777867
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,13,0.0666666666666666,0.2557077625570776,0.2355982239566941
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,14,0.0333333333333333,0.2641509433962264,0.2081697473420694
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,15,0.075,0.2367149758454106,0.2371109169188786
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,16,0.1,0.2363636363636363,0.2311827025508465
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,17,0.1083333333333333,0.2410714285714285,0.2450742621807494
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,18,0.1166666666666666,0.2264957264957265,0.2567944387035297
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,19,0.0166666666666666,0.2293577981651376,0.2327223057188778
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,20,0.05,0.2544642857142857,0.2457108959690127
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,21,0.0916666666666666,0.2290748898678414,0.2295450606185926
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,22,0.075,0.2592592592592592,0.2370991547797271
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,23,0.0666666666666666,0.2476635514018691,0.2322333883984852
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,24,0.05,0.2171945701357466,0.225063501593543
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,25,0.0416666666666666,0.2324561403508772,0.2264719589755164
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,26,0.0416666666666666,0.2764976958525346,0.241537770740103
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,27,0.0333333333333333,0.3095238095238095,0.2344558027929773
method3,Method 3 (GRR LDP),chr2_5Mb,0.1,28,0.1083333333333333,0.2624434389140271,0.2468945372045697
