seed,eps,region,case_pop,n_snps,n_train,n_test,n_ctrl,report_k,zero_reports,lr_threshold_test_95pct,lr_power,lr_member_mean,lr_nonmember_mean,true_sig,noisy_sig,tp,precision,recall,jaccard,maf_mae,rmse_maf,corr_maf
3,10.0,chr2_5Mb,MKK,300,120,51,165,1,199,-179.36842508097084,0.1,-272.7453486902549,-284.1860741180792,189,85,53,0.6235294117647059,0.2804232804232804,0.2398190045248869,0.16797010198665716,0.2098804504523419,0.8191532148396404
4,10.0,chr2_5Mb,MKK,300,120,51,165,1,201,-219.43648402805076,0.041666666666666664,-346.36792127186635,-347.712140772093,184,83,48,0.5783132530120482,0.2608695652173913,0.2191780821917808,0.1708627073474918,0.2178290828160284,0.7968359999552729
5,10.0,chr2_5Mb,MKK,300,120,51,165,1,201,-270.03806352928723,0.11666666666666667,-342.5047399301849,-361.9791853592634,180,84,52,0.6190476190476191,0.28888888888888886,0.24528301886792453,0.1644994841337223,0.21758661514100194,0.7994466742061401
6,10.0,chr2_5Mb,MKK,300,120,51,165,1,200,-237.08044379678375,0.10833333333333334,-315.7174754447104,-335.6451507712839,186,84,54,0.6428571428571429,0.2903225806451613,0.25,0.17101325587093996,0.21746760927044023,0.796423034059166
7,10.0,chr2_5Mb,MKK,300,120,51,165,1,197,-236.74822569213774,0.08333333333333333,-334.045652439316,-347.46998266860777,189,87,48,0.5517241379310345,0.25396825396825395,0.21052631578947367,0.17315556120431225,0.21475178069440637,0.8136625260063447
8,10.0,chr2_5Mb,MKK,300,120,51,165,1,206,-137.7534565526942,0.03333333333333333,-226.18806111365683,-226.77935174909757,182,73,45,0.6164383561643836,0.24725274725274726,0.21428571428571427,0.15694773088596775,0.19806138572527668,0.8263115918801124
9,10.0,chr2_5Mb,MKK,300,120,51,165,1,198,-238.50580217079397,0.13333333333333333,-320.60747698425706,-329.33466192498287,188,76,40,0.5263157894736842,0.2127659574468085,0.17857142857142858,0.16972018829391236,0.21390298650047754,0.8057474675994123
10,10.0,chr2_5Mb,MKK,300,120,51,165,1,200,-202.76860499249253,0.1,-301.7158231245184,-309.1904783198786,181,83,43,0.5180722891566265,0.23756906077348067,0.19457013574660634,0.16178550510419948,0.20403503790634528,0.8298813119043368
11,10.0,chr2_5Mb,MKK,300,120,51,165,1,199,-183.30222001981292,0.016666666666666666,-278.5326665231592,-269.7908910929126,176,85,50,0.5882352941176471,0.2840909090909091,0.23696682464454977,0.16143120296539584,0.204969199487732,0.8179620693642522
12,10.0,chr2_5Mb,MKK,300,120,51,165,1,202,-257.3947934247427,0.125,-330.1195732507484,-344.542826327268,173,79,35,0.4430379746835443,0.2023121387283237,0.16129032258064516,0.1814266927434247,0.23110555386308096,0.7661177176922609
13,10.0,chr2_5Mb,MKK,300,120,51,165,1,206,-186.0862885822063,0.14166666666666666,-252.24766614215346,-251.4583138860731,184,74,42,0.5675675675675675,0.22826086956521738,0.19444444444444445,0.159282491203782,0.20126442868203848,0.8335133880160434
14,10.0,chr2_5Mb,MKK,300,120,51,165,1,202,-217.41423501309828,0.058333333333333334,-289.94345359301207,-277.6724749664513,186,73,44,0.6027397260273972,0.23655913978494625,0.20465116279069767,0.16600481080288176,0.20318986396608837,0.8249870669170754
15,10.0,chr2_5Mb,MKK,300,120,51,165,1,200,-238.57432365027177,0.06666666666666667,-332.1681007863727,-308.6492279550452,170,80,35,0.4375,0.20588235294117646,0.16279069767441862,0.16453455800575212,0.20666743679456018,0.8280516193804307
16,10.0,chr2_5Mb,MKK,300,120,51,165,1,203,-264.9654859360941,0.06666666666666667,-356.52458202472803,-356.9550564630462,184,77,48,0.6233766233766234,0.2608695652173913,0.22535211267605634,0.16406811878387043,0.21564595903028363,0.8044008773903125
17,10.0,chr2_5Mb,MKK,300,120,51,165,1,202,-212.30576266124876,0.18333333333333332,-297.1098754337624,-294.23084407588743,187,79,49,0.620253164556962,0.2620320855614973,0.22580645161290322,0.16055589375550583,0.20572178944516523,0.8223927356735308
18,10.0,chr2_5Mb,MKK,300,120,51,165,1,200,-205.6919636213513,0.05,-282.61114261365435,-289.01591287724517,193,86,56,0.6511627906976745,0.29015544041450775,0.25112107623318386,0.16783140030753588,0.214799172944704,0.8011510980351422
19,10.0,chr2_5Mb,MKK,300,120,51,165,1,204,-196.64611872262327,0.041666666666666664,-311.1044615943362,-306.79325600821744,178,83,47,0.5662650602409639,0.2640449438202247,0.21962616822429906,0.16205899689738146,0.20692154422798018,0.8199472478139864
20,10.0,chr2_5Mb,MKK,300,120,51,165,1,201,-214.11203525879543,0.08333333333333333,-302.3595488246629,-313.8695259283212,192,77,43,0.5584415584415584,0.22395833333333334,0.1902654867256637,0.17568526883934552,0.2231985772643571,0.7823667678631663
21,10.0,chr2_5Mb,MKK,300,120,51,165,1,206,-177.2264510437933,0.09166666666666666,-245.35312366862945,-238.79801579208228,189,75,52,0.6933333333333334,0.2751322751322751,0.24528301886792453,0.16115733521149977,0.2100147307760847,0.798425131235988
22,10.0,chr2_5Mb,MKK,300,120,51,165,1,201,-184.7025194697959,0.08333333333333333,-273.9772781647468,-270.04068897302267,180,82,48,0.5853658536585366,0.26666666666666666,0.22429906542056074,0.1639147145095588,0.20697530469727984,0.8138847331847026
23,10.0,chr2_5Mb,MKK,300,120,51,165,1,207,-198.65533558558494,0.041666666666666664,-285.8633919486112,-277.6353407030261,183,78,49,0.6282051282051282,0.2677595628415301,0.23113207547169812,0.16767866098547432,0.21473093080480124,0.803078104710331
24,10.0,chr2_5Mb,MKK,300,120,51,165,1,199,-274.21423046113836,0.13333333333333333,-370.5520699382831,-376.4010183459319,186,85,51,0.6,0.27419354838709675,0.2318181818181818,0.17560089720114727,0.22932002355233122,0.7781832329285006
25,10.0,chr2_5Mb,MKK,300,120,51,165,1,201,-319.7130376273622,0.09166666666666666,-391.15785580456094,-401.06636197250367,188,79,48,0.6075949367088608,0.2553191489361702,0.2191780821917808,0.17172057332784532,0.22567818311575333,0.7847429260049698
26,10.0,chr2_5Mb,MKK,300,120,51,165,1,212,-149.54676606793248,0.025,-249.12218392367427,-244.9073381515244,183,72,46,0.6388888888888888,0.25136612021857924,0.22009569377990432,0.15601145557427287,0.19714615900463622,0.8320201134133528
27,10.0,chr2_5Mb,MKK,300,120,51,165,1,199,-177.56657396902148,0.008333333333333333,-259.70303052907485,-264.15797777853277,180,80,49,0.6125,0.2722222222222222,0.23222748815165878,0.15522467605363266,0.19345128679117315,0.843898561458927
28,10.0,chr2_5Mb,MKK,300,120,51,165,1,205,-182.00517981197126,0.06666666666666667,-268.5416232511479,-259.66392354062964,187,71,44,0.6197183098591549,0.23529411764705882,0.205607476635514,0.16693187901608444,0.21844823511522915,0.7880454109679917
29,10.0,chr2_5Mb,MKK,300,120,51,165,1,206,-185.56489208830774,0.041666666666666664,-272.44608651848813,-271.74906108889496,187,72,39,0.5416666666666666,0.20855614973262032,0.17727272727272728,0.16910879584285324,0.21525974987652496,0.7957206179007251
